Clinical	01A	MappedSampleName	01A	MappedFileName
TCGA-DJ-A2Q5	TCGA-DJ-A2Q5-01A	BEDDC21F-4615-43FC-B0E8-7B2F6980D2C7	TCGA-DJ-A2Q5-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.BEDDC21F-4615-43FC-B0E8-7B2F6980D2C7.txt
TCGA-DJ-A2Q6	TCGA-DJ-A2Q6-01A	AAD88BB8-214A-4106-A19B-C944AA980EB0	TCGA-DJ-A2Q6-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.AAD88BB8-214A-4106-A19B-C944AA980EB0.txt
TCGA-DJ-A2Q7	TCGA-DJ-A2Q7-01A	87A69D85-73E7-405D-BB83-BDF5C8A561A7	TCGA-DJ-A2Q7-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.87A69D85-73E7-405D-BB83-BDF5C8A561A7.txt
TCGA-DJ-A2Q8	TCGA-DJ-A2Q8-01A	411F8A2C-E36F-46F4-A172-93877A8FB3C9	TCGA-DJ-A2Q8-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.411F8A2C-E36F-46F4-A172-93877A8FB3C9.txt
TCGA-DJ-A2Q9	TCGA-DJ-A2Q9-01A	1A723C9E-AC2E-40FD-B342-6F9FE7795681	TCGA-DJ-A2Q9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1A723C9E-AC2E-40FD-B342-6F9FE7795681.txt
TCGA-DJ-A2QA	TCGA-DJ-A2QA-01A	A48A54D5-9254-408A-B36E-83D0F8ED29D9	TCGA-DJ-A2QA-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A48A54D5-9254-408A-B36E-83D0F8ED29D9.txt
TCGA-DJ-A2QB	TCGA-DJ-A2QB-01A	5C6BFBE2-E487-489C-86EF-A24E2F391675	TCGA-DJ-A2QB-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.5C6BFBE2-E487-489C-86EF-A24E2F391675.txt
TCGA-DJ-A2QC	TCGA-DJ-A2QC-01A	665A9C29-D99A-407D-B0FA-05F3665AF7E8	TCGA-DJ-A2QC-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.665A9C29-D99A-407D-B0FA-05F3665AF7E8.txt
TCGA-DJ-A3UK	TCGA-DJ-A3UK-01A	B02B81A0-266D-4AD5-9FED-E7052877EFEA	TCGA-DJ-A3UK-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B02B81A0-266D-4AD5-9FED-E7052877EFEA.txt
TCGA-DJ-A3UM	TCGA-DJ-A3UM-01A	#N/A	TCGA-DJ-A3UM-01A	0
TCGA-DJ-A3UN	TCGA-DJ-A3UN-01A	4B1AC241-4FF3-4446-AFA1-111B58E06865	TCGA-DJ-A3UN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.4B1AC241-4FF3-4446-AFA1-111B58E06865.txt
TCGA-DJ-A3UO	TCGA-DJ-A3UO-01A	A0EF4628-0357-495D-8B5F-3CCCF25DBC4A	TCGA-DJ-A3UO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A0EF4628-0357-495D-8B5F-3CCCF25DBC4A.txt
TCGA-DJ-A3UP	TCGA-DJ-A3UP-01A	2A333698-EAC5-4858-ADDC-F8EB19B5B4F2	TCGA-DJ-A3UP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.2A333698-EAC5-4858-ADDC-F8EB19B5B4F2.txt
TCGA-DJ-A3UQ	TCGA-DJ-A3UQ-01A	#N/A	TCGA-DJ-A3UQ-01A	0
TCGA-DJ-A3UR	TCGA-DJ-A3UR-01A	#N/A	TCGA-DJ-A3UR-01A	0
TCGA-DJ-A3US	TCGA-DJ-A3US-01A	9E526B30-4E09-4509-A095-1C8778277BF4	TCGA-DJ-A3US-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9E526B30-4E09-4509-A095-1C8778277BF4.txt
TCGA-DJ-A3UT	TCGA-DJ-A3UT-01A	#N/A	TCGA-DJ-A3UT-01A	0
TCGA-DJ-A3UU	TCGA-DJ-A3UU-01A	354EA512-ED0D-4E30-A926-8CCDB2FA374A	TCGA-DJ-A3UU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.354EA512-ED0D-4E30-A926-8CCDB2FA374A.txt
TCGA-DJ-A3UV	TCGA-DJ-A3UV-01A	D52641C6-26A4-4A8D-9CDC-8883C384A53E	TCGA-DJ-A3UV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D52641C6-26A4-4A8D-9CDC-8883C384A53E.txt
TCGA-DJ-A3UW	TCGA-DJ-A3UW-01A	#N/A	TCGA-DJ-A3UW-01A	0
TCGA-DJ-A3UX	TCGA-DJ-A3UX-01A	#N/A	TCGA-DJ-A3UX-01A	0
TCGA-DJ-A3UY	TCGA-DJ-A3UY-01A	8234E8C0-C939-4503-88B1-7EA8FA46D964	TCGA-DJ-A3UY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8234E8C0-C939-4503-88B1-7EA8FA46D964.txt
TCGA-DJ-A3UZ	TCGA-DJ-A3UZ-01A	23DAF9AF-EA83-4E64-A46C-57078CA7E05D	TCGA-DJ-A3UZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.23DAF9AF-EA83-4E64-A46C-57078CA7E05D.txt
TCGA-DJ-A3V0	TCGA-DJ-A3V0-01A	56419036-A962-40DA-9AA5-14F71DBF655E	TCGA-DJ-A3V0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.56419036-A962-40DA-9AA5-14F71DBF655E.txt
TCGA-DJ-A3V2	TCGA-DJ-A3V2-01A	00219682-6928-477E-90A1-2BA9A0936A42	TCGA-DJ-A3V2-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.00219682-6928-477E-90A1-2BA9A0936A42.txt
TCGA-DJ-A3V3	TCGA-DJ-A3V3-01A	288D92DD-E4B5-42A5-85F4-795CABC23D49	TCGA-DJ-A3V3-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.288D92DD-E4B5-42A5-85F4-795CABC23D49.txt
TCGA-DJ-A3V4	TCGA-DJ-A3V4-01A	#N/A	TCGA-DJ-A3V4-01A	0
TCGA-DJ-A3V5	TCGA-DJ-A3V5-01A	#N/A	TCGA-DJ-A3V5-01A	0
TCGA-DJ-A3V6	TCGA-DJ-A3V6-01A	AE7FBF07-E658-422B-8F7D-211FEB38D1FD	TCGA-DJ-A3V6-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.AE7FBF07-E658-422B-8F7D-211FEB38D1FD.txt
TCGA-DJ-A3V7	TCGA-DJ-A3V7-01A	E193D282-6B21-4F60-870D-CAA47675D8D9	TCGA-DJ-A3V7-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E193D282-6B21-4F60-870D-CAA47675D8D9.txt
TCGA-DJ-A3V8	TCGA-DJ-A3V8-01A	#N/A	TCGA-DJ-A3V8-01A	0
TCGA-DJ-A3V9	TCGA-DJ-A3V9-01A	B0EABACB-4B08-49B1-93AB-550285FFF3EA	TCGA-DJ-A3V9-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B0EABACB-4B08-49B1-93AB-550285FFF3EA.txt
TCGA-DJ-A3VA	TCGA-DJ-A3VA-01A	531BD5B7-DC2A-47D5-9748-FF4D48565DEF	TCGA-DJ-A3VA-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.531BD5B7-DC2A-47D5-9748-FF4D48565DEF.txt
TCGA-DJ-A3VB	TCGA-DJ-A3VB-01A	411190AC-22E2-4D6B-A7A4-9F9922B020AC	TCGA-DJ-A3VB-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.411190AC-22E2-4D6B-A7A4-9F9922B020AC.txt
TCGA-DJ-A3VD	TCGA-DJ-A3VD-01A	#N/A	TCGA-DJ-A3VD-01A	0
TCGA-DJ-A3VE	TCGA-DJ-A3VE-01A	A678BADD-9E42-4583-AC51-D9FC8B879F70	TCGA-DJ-A3VE-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A678BADD-9E42-4583-AC51-D9FC8B879F70.txt
TCGA-DJ-A3VF	TCGA-DJ-A3VF-01A	#N/A	TCGA-DJ-A3VF-01A	0
TCGA-DJ-A3VG	TCGA-DJ-A3VG-01A	BED1516F-CE55-4851-96D1-BE03F4BEE12E	TCGA-DJ-A3VG-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.BED1516F-CE55-4851-96D1-BE03F4BEE12E.txt
TCGA-DJ-A3VJ	TCGA-DJ-A3VJ-01A	B0EF2A94-CD47-449A-97E2-1F6AB5CE2F3D	TCGA-DJ-A3VJ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B0EF2A94-CD47-449A-97E2-1F6AB5CE2F3D.txt
TCGA-DJ-A3VL	TCGA-DJ-A3VL-01A	#N/A	TCGA-DJ-A3VL-01A	0
TCGA-DJ-A3VM	TCGA-DJ-A3VM-01A	1178582F-22CC-4D0C-AA9F-D14F3680937E	TCGA-DJ-A3VM-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1178582F-22CC-4D0C-AA9F-D14F3680937E.txt
TCGA-DJ-A4UL	TCGA-DJ-A4UL-01A	0E888598-F7ED-476B-9B32-4FA5E64DFDFE	TCGA-DJ-A4UL-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0E888598-F7ED-476B-9B32-4FA5E64DFDFE.txt
TCGA-DJ-A4UQ	TCGA-DJ-A4UQ-01A	#N/A	TCGA-DJ-A4UQ-01A	0
TCGA-DJ-A4UR	TCGA-DJ-A4UR-01A	FB465DFF-BD60-4C7B-95AD-2F05C2A313D8	TCGA-DJ-A4UR-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.FB465DFF-BD60-4C7B-95AD-2F05C2A313D8.txt
TCGA-DJ-A4UT	TCGA-DJ-A4UT-01A	D9B527DF-26D5-4213-8A1C-155EAF9FDB78	TCGA-DJ-A4UT-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D9B527DF-26D5-4213-8A1C-155EAF9FDB78.txt
TCGA-DJ-A4UW	TCGA-DJ-A4UW-01A	1F60EFA6-0B4B-48A2-A099-EC977DF47CE5	TCGA-DJ-A4UW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1F60EFA6-0B4B-48A2-A099-EC977DF47CE5.txt
TCGA-DJ-A4V0	TCGA-DJ-A4V0-01A	CF2B648E-31EF-49F2-AC4A-005185A41D53	TCGA-DJ-A4V0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.CF2B648E-31EF-49F2-AC4A-005185A41D53.txt
TCGA-DJ-A4V2	TCGA-DJ-A4V2-01A	9F867C55-8B2A-4681-B4C9-01C3816829E2	TCGA-DJ-A4V2-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9F867C55-8B2A-4681-B4C9-01C3816829E2.txt
TCGA-DJ-A4V4	TCGA-DJ-A4V4-01A	#N/A	TCGA-DJ-A4V4-01A	0
TCGA-DJ-A4V5	TCGA-DJ-A4V5-01A	B5898490-E40E-4891-84EB-62B23A222AA8	TCGA-DJ-A4V5-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B5898490-E40E-4891-84EB-62B23A222AA8.txt
TCGA-DO-A1JZ	TCGA-DO-A1JZ-01A	4D99158D-5B19-4727-8316-34E069912316	TCGA-DO-A1JZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.4D99158D-5B19-4727-8316-34E069912316.txt
TCGA-DO-A1K0	TCGA-DO-A1K0-01A	0A6A2412-54E7-40C3-BC88-9FA10529EE22	TCGA-DO-A1K0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0A6A2412-54E7-40C3-BC88-9FA10529EE22.txt
TCGA-DO-A2HM	TCGA-DO-A2HM-01A	#N/A	TCGA-DO-A2HM-01A	0
TCGA-E3-A3DY	TCGA-E3-A3DY-01A	0D8E83E9-47EF-40BE-B81C-4B52182D762C	TCGA-E3-A3DY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0D8E83E9-47EF-40BE-B81C-4B52182D762C.txt
TCGA-E3-A3DZ	TCGA-E3-A3DZ-01A	B57B82E6-6350-45CC-BE12-387E329FB23E	TCGA-E3-A3DZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B57B82E6-6350-45CC-BE12-387E329FB23E.txt
TCGA-E3-A3E0	TCGA-E3-A3E0-01A	545FC499-83C1-425C-B46B-940B40A6C658	TCGA-E3-A3E0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.545FC499-83C1-425C-B46B-940B40A6C658.txt
TCGA-E3-A3E1	TCGA-E3-A3E1-01A	6E9DE3D5-7105-41BE-81BE-C21C52E8FD24	TCGA-E3-A3E1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6E9DE3D5-7105-41BE-81BE-C21C52E8FD24.txt
TCGA-E3-A3E2	TCGA-E3-A3E2-01A	#N/A	TCGA-E3-A3E2-01A	0
TCGA-E3-A3E3	TCGA-E3-A3E3-01A	D9D1B068-22D1-4715-BC41-A9270B07E933	TCGA-E3-A3E3-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D9D1B068-22D1-4715-BC41-A9270B07E933.txt
TCGA-E3-A3E5	TCGA-E3-A3E5-01A	A55A9636-AC75-4303-9A08-633C58171B90	TCGA-E3-A3E5-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A55A9636-AC75-4303-9A08-633C58171B90.txt
TCGA-E8-A242	TCGA-E8-A242-01A	#N/A	TCGA-E8-A242-01A	0
TCGA-E8-A2EA	TCGA-E8-A2EA-01A	89B52BB0-FBEF-481D-9EEC-DEDF7D1E0A2C	TCGA-E8-A2EA-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.89B52BB0-FBEF-481D-9EEC-DEDF7D1E0A2C.txt
TCGA-E8-A2JQ	TCGA-E8-A2JQ-01A	0471050C-EBED-4F0F-B503-6D54E77496BC	TCGA-E8-A2JQ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0471050C-EBED-4F0F-B503-6D54E77496BC.txt
TCGA-E8-A3X7	TCGA-E8-A3X7-01A	DB2EC6DD-328F-4787-A621-E86D1FA80D95	TCGA-E8-A3X7-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DB2EC6DD-328F-4787-A621-E86D1FA80D95.txt
TCGA-E8-A413	TCGA-E8-A413-01A	065A3719-7A7D-40C9-B859-2A7298DDA575	TCGA-E8-A413-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.065A3719-7A7D-40C9-B859-2A7298DDA575.txt
TCGA-E8-A414	TCGA-E8-A414-01A	0A05A01D-BB1B-4749-B965-09FB425602AB	TCGA-E8-A414-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0A05A01D-BB1B-4749-B965-09FB425602AB.txt
TCGA-E8-A415	TCGA-E8-A415-01A	0CC87985-E7BF-4489-A4D1-BB6C6B1176F3	TCGA-E8-A415-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.0CC87985-E7BF-4489-A4D1-BB6C6B1176F3.txt
TCGA-E8-A416	TCGA-E8-A416-01A	1A64C69A-7D1E-41A6-AB8D-2EF5B2BE2007	TCGA-E8-A416-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1A64C69A-7D1E-41A6-AB8D-2EF5B2BE2007.txt
TCGA-E8-A417	TCGA-E8-A417-01A	E88659EE-64F2-4FE4-9EEB-B792E4AD6D61	TCGA-E8-A417-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E88659EE-64F2-4FE4-9EEB-B792E4AD6D61.txt
TCGA-E8-A418	TCGA-E8-A418-01A	85BE2FEC-3A5E-482E-AC04-A59C780402F5	TCGA-E8-A418-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.85BE2FEC-3A5E-482E-AC04-A59C780402F5.txt
TCGA-E8-A419	TCGA-E8-A419-01A	2627FF7E-6DB9-4892-BCD4-9E04652574A4	TCGA-E8-A419-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.2627FF7E-6DB9-4892-BCD4-9E04652574A4.txt
TCGA-E8-A432	TCGA-E8-A432-01A	8D8F11E3-869D-4205-BA23-05E3B34F0852	TCGA-E8-A432-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8D8F11E3-869D-4205-BA23-05E3B34F0852.txt
TCGA-E8-A433	TCGA-E8-A433-01A	E6156B4E-026C-4999-9125-7AB3BEDBB779	TCGA-E8-A433-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E6156B4E-026C-4999-9125-7AB3BEDBB779.txt
TCGA-E8-A434	TCGA-E8-A434-01A	#N/A	TCGA-E8-A434-01A	0
TCGA-E8-A436	TCGA-E8-A436-01A	6352A156-5156-4440-9C83-02E15DE3A4A5	TCGA-E8-A436-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.6352A156-5156-4440-9C83-02E15DE3A4A5.txt
TCGA-E8-A437	TCGA-E8-A437-01A	62B98A09-E7A0-4E7D-A51B-1CF4A142CAF5	TCGA-E8-A437-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.62B98A09-E7A0-4E7D-A51B-1CF4A142CAF5.txt
TCGA-E8-A438	TCGA-E8-A438-01A	C6E8F96C-5E4D-4413-89B0-B3826B2FB904	TCGA-E8-A438-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C6E8F96C-5E4D-4413-89B0-B3826B2FB904.txt
TCGA-E8-A44K	TCGA-E8-A44K-01A	69A73BDA-CEF9-4CAB-959D-14C65EBB88BA	TCGA-E8-A44K-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.69A73BDA-CEF9-4CAB-959D-14C65EBB88BA.txt
TCGA-E8-A44M	TCGA-E8-A44M-01A	#N/A	TCGA-E8-A44M-01A	0
TCGA-EL-A3CL	TCGA-EL-A3CL-01A	C03F5200-A509-46DF-95B2-E59CBD0E997E	TCGA-EL-A3CL-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C03F5200-A509-46DF-95B2-E59CBD0E997E.txt
TCGA-EL-A3CM	TCGA-EL-A3CM-01A	FFCC0C54-83CA-4FF7-951C-5BB016BAEB80	TCGA-EL-A3CM-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.FFCC0C54-83CA-4FF7-951C-5BB016BAEB80.txt
TCGA-EL-A3CN	TCGA-EL-A3CN-01A	D3F75FB5-423E-4231-AD4C-7A339BA6D867	TCGA-EL-A3CN-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D3F75FB5-423E-4231-AD4C-7A339BA6D867.txt
TCGA-EL-A3CO	TCGA-EL-A3CO-01A	51E857C1-B341-4C89-AC2B-E7BFAA2F21DA	TCGA-EL-A3CO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.51E857C1-B341-4C89-AC2B-E7BFAA2F21DA.txt
TCGA-EL-A3CP	TCGA-EL-A3CP-01A	F1BCC8E6-7112-438D-BD8F-73CCF64E36FD	TCGA-EL-A3CP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F1BCC8E6-7112-438D-BD8F-73CCF64E36FD.txt
TCGA-EL-A3CR	TCGA-EL-A3CR-01A	F2B0FC00-5DF4-40F7-A96F-FD8F3C1BF8D6	TCGA-EL-A3CR-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F2B0FC00-5DF4-40F7-A96F-FD8F3C1BF8D6.txt
TCGA-EL-A3CS	TCGA-EL-A3CS-01A	D3ECF9CE-5E47-454D-86A9-5AF142006A07	TCGA-EL-A3CS-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D3ECF9CE-5E47-454D-86A9-5AF142006A07.txt
TCGA-EL-A3CT	TCGA-EL-A3CT-01A	F69EBCCE-782C-4BD0-8120-CA1770633854	TCGA-EL-A3CT-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F69EBCCE-782C-4BD0-8120-CA1770633854.txt
TCGA-EL-A3CU	TCGA-EL-A3CU-01A	08E413F8-C104-4EF6-A984-70C99D50824C	TCGA-EL-A3CU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.08E413F8-C104-4EF6-A984-70C99D50824C.txt
TCGA-EL-A3CV	TCGA-EL-A3CV-01A	DA83008A-5802-4E31-B941-1C21B3F1D2CA	TCGA-EL-A3CV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.DA83008A-5802-4E31-B941-1C21B3F1D2CA.txt
TCGA-EL-A3CW	TCGA-EL-A3CW-01A	C3F0746C-4342-46D9-A8CB-852386FA211A	TCGA-EL-A3CW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.C3F0746C-4342-46D9-A8CB-852386FA211A.txt
TCGA-EL-A3CX	TCGA-EL-A3CX-01A	F581A0BA-1AFA-4B4F-A3D1-77787E7C7ADF	TCGA-EL-A3CX-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F581A0BA-1AFA-4B4F-A3D1-77787E7C7ADF.txt
TCGA-EL-A3CY	TCGA-EL-A3CY-01A	E60931DE-1625-4CEB-AB89-64AE386145D1	TCGA-EL-A3CY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.E60931DE-1625-4CEB-AB89-64AE386145D1.txt
TCGA-EL-A3CZ	TCGA-EL-A3CZ-01A	A0E7B872-7796-43ED-9B59-0C148F4A66FB	TCGA-EL-A3CZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.A0E7B872-7796-43ED-9B59-0C148F4A66FB.txt
TCGA-EL-A3D0	TCGA-EL-A3D0-01A	9E4C5E06-CD7F-413C-9ED2-BDAC4412D85F	TCGA-EL-A3D0-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9E4C5E06-CD7F-413C-9ED2-BDAC4412D85F.txt
TCGA-EL-A3D1	TCGA-EL-A3D1-01A	085BD6EE-4297-4E42-B548-3CF6E6C2EB68	TCGA-EL-A3D1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.085BD6EE-4297-4E42-B548-3CF6E6C2EB68.txt
TCGA-EL-A3D4	TCGA-EL-A3D4-01A	F43FBF8D-04B7-4BBE-8B8E-0FF9999A7264	TCGA-EL-A3D4-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F43FBF8D-04B7-4BBE-8B8E-0FF9999A7264.txt
TCGA-EL-A3D5	TCGA-EL-A3D5-01A	5E177B65-FEFB-47B8-BC78-420A6DFC8ACA	TCGA-EL-A3D5-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.5E177B65-FEFB-47B8-BC78-420A6DFC8ACA.txt
TCGA-EL-A3D6	TCGA-EL-A3D6-01A	27964C25-DA83-49C7-83C6-6490CD1AFC8F	TCGA-EL-A3D6-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.27964C25-DA83-49C7-83C6-6490CD1AFC8F.txt
TCGA-EL-A3GO	TCGA-EL-A3GO-01A	D0D40138-E4FB-4A3F-9C0C-DC285176A7DE	TCGA-EL-A3GO-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.D0D40138-E4FB-4A3F-9C0C-DC285176A7DE.txt
TCGA-EL-A3GP	TCGA-EL-A3GP-01A	9908C700-6991-4254-8C97-36F510ED9C4F	TCGA-EL-A3GP-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.9908C700-6991-4254-8C97-36F510ED9C4F.txt
TCGA-EL-A3GQ	TCGA-EL-A3GQ-01A	47B52A21-8646-4D00-B1E2-5093901BC213	TCGA-EL-A3GQ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.47B52A21-8646-4D00-B1E2-5093901BC213.txt
TCGA-EL-A3GR	TCGA-EL-A3GR-01A	AA4E7176-EB27-4242-910D-E3FBB711DBEA	TCGA-EL-A3GR-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.AA4E7176-EB27-4242-910D-E3FBB711DBEA.txt
TCGA-EL-A3GS	TCGA-EL-A3GS-01A	8FDB691B-3BB3-4199-AFC2-1D93483576D9	TCGA-EL-A3GS-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.8FDB691B-3BB3-4199-AFC2-1D93483576D9.txt
TCGA-EL-A3GU	TCGA-EL-A3GU-01A	F0C3DE75-3FE4-4111-8552-A9BCF0232C52	TCGA-EL-A3GU-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.F0C3DE75-3FE4-4111-8552-A9BCF0232C52.txt
TCGA-EL-A3GV	TCGA-EL-A3GV-01A	B43CD570-34BB-47B0-949C-10CC689DCD25	TCGA-EL-A3GV-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B43CD570-34BB-47B0-949C-10CC689DCD25.txt
TCGA-EL-A3GW	TCGA-EL-A3GW-01A	3832DD25-4EDB-48AC-8923-78C714C102F0	TCGA-EL-A3GW-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.3832DD25-4EDB-48AC-8923-78C714C102F0.txt
TCGA-EL-A3GX	TCGA-EL-A3GX-01A	B20DED44-39CD-4185-BB7B-10BDD67DD34C	TCGA-EL-A3GX-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B20DED44-39CD-4185-BB7B-10BDD67DD34C.txt
TCGA-EL-A3GY	TCGA-EL-A3GY-01A	70436731-CBF3-43C5-838A-6310FA1D8128	TCGA-EL-A3GY-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.70436731-CBF3-43C5-838A-6310FA1D8128.txt
TCGA-EL-A3GZ	TCGA-EL-A3GZ-01A	B3BE5B34-30F2-4DF5-BAAE-7D9966D48B6B	TCGA-EL-A3GZ-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.B3BE5B34-30F2-4DF5-BAAE-7D9966D48B6B.txt
TCGA-EL-A3H1	TCGA-EL-A3H1-01A	1EE25009-BB94-47F0-AB5E-81444F6BC87B	TCGA-EL-A3H1-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.1EE25009-BB94-47F0-AB5E-81444F6BC87B.txt
TCGA-EL-A3H2	TCGA-EL-A3H2-01A	355B397E-BB5D-4F6E-B0B3-445B07DC4D67	TCGA-EL-A3H2-01A	mdanderson.org_THCA.MDA_RPPA_Core.protein_expression.Level_3.355B397E-BB5D-4F6E-B0B3-445B07DC4D67.txt
